Initial_Capital,Final_Equity,Total_Return_USD,Total_Return_Pct,Maximum_Drawdown_Pct,Maximum_Drawdown_USD,Win_Rate_Pct,Profit_Factor,Recovery_Factor,Number_of_Trades
10000.0,19659.37,9659.369999999999,96.5937,-12.30542440402167,-1868.1800000000003,16.20142309797482,1.223984975795987,5.170470725518953,3654
