DATE,BALANCE,EQUITY,DEPOSIT_LOAD,Trade_Profit,Equity,Peak_Equity,Drawdown_USD,Drawdown_Pct,Trade_Return_Pct
2021-01-01 00:00:00,10000.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0
2021-01-04 18:30:00,10024.7,9975.37,0.0,24.700000000000728,10024.7,10024.7,0.0,0.0,0.24700000000000727
2021-01-04 18:58:00,10024.7,10026.91,0.3351,0.0,10024.7,10024.7,0.0,0.0,0.0
2021-01-04 19:00:00,10024.7,10024.7,0.0,0.0,10024.7,10024.7,0.0,0.0,0.0
2021-01-05 16:01:00,9998.82,10054.62,0.4154,-25.88000000000102,9998.82,10024.7,-25.88000000000102,-0.25816233902262425,-0.25816233902262425
2021-01-05 17:05:00,9998.82,9979.21,0.0,0.0,9998.82,10024.7,-25.88000000000102,-0.25816233902262425,0.0
2021-01-05 19:00:00,9998.82,9998.82,0.0,0.0,9998.82,10024.7,-25.88000000000102,-0.25816233902262425,0.0
2021-01-06 16:25:00,10066.78,9970.59,0.0,67.96000000000095,10066.78,10066.78,0.0,0.0,0.6796802022638766
2021-01-06 18:28:00,10066.78,10089.08,0.4213,0.0,10066.78,10066.78,0.0,0.0,0.0
2021-01-06 19:00:00,10066.78,10066.78,0.0,0.0,10066.78,10066.78,0.0,0.0,0.0
2021-01-07 18:01:00,10026.06,10072.08,0.6814,-40.720000000001164,10026.06,10066.78,-40.720000000001164,-0.4044987572987704,-0.4044987572987704
2021-01-07 18:59:00,10026.06,10019.69,0.0,0.0,10026.06,10066.78,-40.720000000001164,-0.4044987572987704,0.0
2021-01-07 19:00:00,10026.06,10026.06,0.0,0.0,10026.06,10066.78,-40.720000000001164,-0.4044987572987704,0.0
2021-01-08 17:13:00,10036.2,9991.23,0.0,10.140000000001237,10036.2,10066.78,-30.579999999999927,-0.30377141449400824,0.10113643844143401
2021-01-08 18:24:00,10036.2,10108.77,1.0203,0.0,10036.2,10066.78,-30.579999999999927,-0.30377141449400824,0.0
2021-01-08 19:00:00,10036.2,10036.2,0.0,0.0,10036.2,10066.78,-30.579999999999927,-0.30377141449400824,0.0
2021-01-11 16:19:00,9994.22,10124.88,0.6672,-41.98000000000138,9994.22,10066.78,-72.56000000000131,-0.7207865871708858,-0.41828580538452187
2021-01-11 18:28:00,9994.22,9982.47,0.0,0.0,9994.22,10066.78,-72.56000000000131,-0.7207865871708858,0.0
2021-01-11 19:00:00,9994.22,9994.22,0.0,0.0,9994.22,10066.78,-72.56000000000131,-0.7207865871708858,0.0
2021-01-12 12:16:00,9885.7,9889.64,0.0,-108.51999999999862,9885.7,10066.78,-181.07999999999993,-1.7987876957676625,-1.085827608357617
2021-01-12 12:19:00,9885.7,9885.7,0.0,0.0,9885.7,10066.78,-181.07999999999993,-1.7987876957676625,0.0
2021-01-13 11:20:00,9782.21,9909.25,1.2005,-103.4900000000016,9782.21,10066.78,-284.5700000000015,-2.826822479482034,-1.0468656746613956
2021-01-13 12:31:00,9782.21,9789.05,0.0,0.0,9782.21,10066.78,-284.5700000000015,-2.826822479482034,0.0
2021-01-13 12:37:00,9782.21,9782.21,0.0,0.0,9782.21,10066.78,-284.5700000000015,-2.826822479482034,0.0
2021-01-14 12:38:00,9669.62,9674.39,0.0,-112.58999999999833,9669.62,10066.78,-397.15999999999985,-3.945253596482687,-1.1509669082957565
2021-01-14 12:51:00,9669.62,9669.62,0.0,0.0,9669.62,10066.78,-397.15999999999985,-3.945253596482687,0.0
2021-01-15 14:01:00,9776.68,9646.35,0.0,107.05999999999949,9776.68,10066.78,-290.10000000000036,-2.8817556358637053,1.1071789791118936
2021-01-15 17:25:00,9776.68,9902.12,0.8486,0.0,9776.68,10066.78,-290.10000000000036,-2.8817556358637053,0.0
2021-01-15 19:00:00,9776.68,9776.68,0.0,0.0,9776.68,10066.78,-290.10000000000036,-2.8817556358637053,0.0
2021-01-18 12:03:00,9848.09,9748.77,0.0,71.40999999999985,9848.09,10066.78,-218.6900000000005,-2.1723927611411047,0.7304115507513783
2021-01-18 18:33:00,9848.09,9852.46,0.76,0.0,9848.09,10066.78,-218.6900000000005,-2.1723927611411047,0.0
2021-01-18 19:00:00,9848.09,9848.09,0.0,0.0,9848.09,10066.78,-218.6900000000005,-2.1723927611411047,0.0
2021-01-19 13:30:00,9896.71,9787.19,0.0,48.61999999999898,9896.71,10066.78,-170.07000000000153,-1.689418066154237,0.4936997935640209
2021-01-19 17:12:00,9896.71,9921.44,0.8457,0.0,9896.71,10066.78,-170.07000000000153,-1.689418066154237,0.0
2021-01-19 19:00:00,9896.71,9896.71,0.0,0.0,9896.71,10066.78,-170.07000000000153,-1.689418066154237,0.0
2021-01-20 17:07:00,9879.63,9899.47,0.5109,-17.079999999999927,9879.63,10066.78,-187.15000000000146,-1.8590850301685489,-0.1725826057346323
2021-01-20 18:09:00,9879.63,9860.35,0.0,0.0,9879.63,10066.78,-187.15000000000146,-1.8590850301685489,0.0
2021-01-20 19:00:00,9879.63,9879.63,0.0,0.0,9879.63,10066.78,-187.15000000000146,-1.8590850301685489,0.0
2021-01-21 15:25:00,9929.9,9863.58,0.0,50.27000000000044,9929.9,10066.78,-136.88000000000102,-1.3597197912341483,0.5088247231930795
2021-01-21 16:55:00,9929.9,9959.55,0.8511,0.0,9929.9,10066.78,-136.88000000000102,-1.3597197912341483,0.0
2021-01-21 19:00:00,9929.9,9929.9,0.0,0.0,9929.9,10066.78,-136.88000000000102,-1.3597197912341483,0.0
2021-01-22 13:26:00,9829.44,9945.1,0.5051,-100.45999999999913,9829.44,10066.78,-237.34000000000015,-2.357655576063052,-1.0116919606441064
2021-01-22 16:45:00,9829.44,9840.2,0.0,0.0,9829.44,10066.78,-237.34000000000015,-2.357655576063052,0.0
2021-01-22 16:46:00,9829.44,9829.44,0.0,0.0,9829.44,10066.78,-237.34000000000015,-2.357655576063052,0.0
2021-01-25 11:55:00,9999.94,9808.35,0.0,170.5,9999.94,10066.78,-66.84000000000015,-0.6639660348194769,1.7345850831786958
2021-01-25 18:10:00,9999.94,10071.36,0.668,0.0,9999.94,10066.78,-66.84000000000015,-0.6639660348194769,0.0
2021-01-25 19:00:00,9999.94,9999.94,0.0,0.0,9999.94,10066.78,-66.84000000000015,-0.6639660348194769,0.0
2021-01-26 11:04:00,10021.37,9994.75,0.0,21.43000000000029,10021.37,10066.78,-45.409999999999854,-0.4510876367617039,0.21430128580771776
2021-01-26 14:37:00,10021.37,10055.21,0.3334,0.0,10021.37,10066.78,-45.409999999999854,-0.4510876367617039,0.0
2021-01-26 19:00:00,10021.37,10021.37,0.0,0.0,10021.37,10066.78,-45.409999999999854,-0.4510876367617039,0.0
