Initial_Capital,Final_Equity,Total_Return_USD,Total_Return_Pct,Maximum_Drawdown_Pct,Maximum_Drawdown_USD,Win_Rate_Pct,Profit_Factor,Recovery_Factor,Number_of_Trades
10000.0,18598.24,8598.240000000002,85.98240000000001,-7.607365677396341,-1030.5100000000002,18.323353293413174,1.2634207405414892,8.343674491271312,2505
