DATE,BALANCE,EQUITY,DEPOSIT_LOAD,Trade_Profit,Equity,Peak_Equity,Drawdown_USD,Drawdown_Pct,Trade_Return_Pct
2021-01-01 00:00:00,10000.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0
2021-01-04 09:05:00,9900.16,10040.32,5.8609,-99.84000000000015,9900.16,10000.0,-99.84000000000015,-0.9984000000000014,-0.9984000000000014
2021-01-04 09:47:00,9900.16,9906.88,0.0,0.0,9900.16,10000.0,-99.84000000000015,-0.9984000000000014,0.0
2021-01-04 10:03:00,9900.16,9900.16,0.0,0.0,9900.16,10000.0,-99.84000000000015,-0.9984000000000014,0.0
2021-01-05 10:19:00,9916.91,9899.49,0.0,16.75,9916.91,10000.0,-83.09000000000015,-0.8309000000000014,0.16918918482125542
2021-01-05 10:39:00,9916.91,10017.41,4.1063,0.0,9916.91,10000.0,-83.09000000000015,-0.8309000000000014,0.0
2021-01-05 11:06:00,9916.91,9916.91,0.0,0.0,9916.91,10000.0,-83.09000000000015,-0.8309000000000014,0.0
2021-01-06 13:35:00,10133.75,9844.76,0.0,216.84000000000015,10133.75,10133.75,0.0,0.0,2.1865681951333644
2021-01-06 17:53:00,10133.75,10123.61,2.3752,0.0,10133.75,10133.75,0.0,0.0,0.0
2021-01-06 17:54:00,10133.75,10133.75,0.0,0.0,10133.75,10133.75,0.0,0.0,0.0
2021-01-07 09:02:00,10034.63,10225.79,3.5513,-99.1200000000008,10034.63,10133.75,-99.1200000000008,-0.978117676082406,-0.978117676082406
2021-01-07 10:07:00,10034.63,10035.81,0.0,0.0,10034.63,10133.75,-99.1200000000008,-0.978117676082406,0.0
2021-01-07 10:08:00,10034.63,10034.63,0.0,0.0,10034.63,10133.75,-99.1200000000008,-0.978117676082406,0.0
2021-01-08 09:59:00,9936.05,10068.55,3.2196,-98.57999999999993,9936.05,10133.75,-197.70000000000073,-1.9509066239052741,-0.9823979558787912
2021-01-08 10:07:00,9936.05,9947.18,0.0,0.0,9936.05,10133.75,-197.70000000000073,-1.9509066239052741,0.0
2021-01-08 10:09:00,9936.05,9936.05,0.0,0.0,9936.05,10133.75,-197.70000000000073,-1.9509066239052741,0.0
2021-01-11 10:38:00,10138.69,9878.25,0.0,202.64000000000124,10138.69,10138.69,0.0,0.0,2.039442233080563
2021-01-11 11:56:00,10138.69,10127.81,4.0945,0.0,10138.69,10138.69,0.0,0.0,0.0
2021-01-11 11:57:00,10138.69,10138.69,0.0,0.0,10138.69,10138.69,0.0,0.0,0.0
2021-01-12 09:19:00,10039.24,10162.49,5.0866,-99.45000000000073,10039.24,10138.69,-99.45000000000073,-0.98089595401379,-0.98089595401379
2021-01-12 09:31:00,10039.24,10072.39,0.0,0.0,10039.24,10138.69,-99.45000000000073,-0.98089595401379,0.0
2021-01-12 09:31:00,10039.24,10039.24,0.0,0.0,10039.24,10138.69,-99.45000000000073,-0.98089595401379,0.0
2021-01-13 09:34:00,10255.14,10026.54,0.0,215.89999999999964,10255.14,10255.14,0.0,0.0,2.1505611978595955
2021-01-13 09:56:00,10255.14,10237.36,7.581,0.0,10255.14,10255.14,0.0,0.0,0.0
2021-01-13 09:57:00,10255.14,10255.14,0.0,0.0,10255.14,10255.14,0.0,0.0,0.0
2021-01-14 15:29:00,10512.54,10178.14,0.0,257.40000000000146,10512.54,10512.54,0.0,0.0,2.5099608586523585
2021-01-14 19:52:00,10512.54,10507.04,3.1735,0.0,10512.54,10512.54,0.0,0.0,0.0
2021-01-14 19:53:00,10512.54,10512.54,0.0,0.0,10512.54,10512.54,0.0,0.0,0.0
2021-01-15 09:35:00,10413.26,10604.52,4.1765,-99.28000000000065,10413.26,10512.54,-99.28000000000065,-0.9443959309548466,-0.9443959309548466
2021-01-15 10:05:00,10413.26,10428.59,0.0,0.0,10413.26,10512.54,-99.28000000000065,-0.9443959309548466,0.0
2021-01-15 10:06:00,10413.26,10413.26,0.0,0.0,10413.26,10512.54,-99.28000000000065,-0.9443959309548466,0.0
2021-01-18 09:17:00,10635.74,10412.23,0.0,222.47999999999956,10635.74,10635.74,0.0,0.0,2.1365067231587376
2021-01-18 11:30:00,10635.74,10623.38,5.8594,0.0,10635.74,10635.74,0.0,0.0,0.0
2021-01-18 11:31:00,10635.74,10635.74,0.0,0.0,10635.74,10635.74,0.0,0.0,0.0
2021-01-19 09:45:00,10536.1,10654.54,5.3376,-99.63999999999942,10536.1,10635.74,-99.63999999999942,-0.9368412541111331,-0.9368412541111331
2021-01-19 10:03:00,10536.1,10541.74,0.0,0.0,10536.1,10635.74,-99.63999999999942,-0.9368412541111331,0.0
