Initial_Capital,Final_Equity,Total_Return_USD,Total_Return_Pct,Maximum_Drawdown_Pct,Maximum_Drawdown_USD,Win_Rate_Pct,Profit_Factor,Recovery_Factor,Number_of_Trades
10000.0,30004.54,20004.54,200.0454,-11.084772782335815,-1858.869999999999,17.810026385224276,1.341957364175446,10.761667034273517,3790
