Initial_Capital,Final_Equity,Total_Return_USD,Total_Return_Pct,Maximum_Drawdown_Pct,Maximum_Drawdown_USD,Win_Rate_Pct,Profit_Factor,Recovery_Factor,Number_of_Trades
10000.0,24000.0,14000.0,140.0,-10.236220472440944,-1700.0,13.125189451348893,1.1928374655647382,8.235294117647058,3299
