DATE,Profit_Monthly_USD,Max_DD_Monthly_Pct,Max_DD_Monthly_USD,Equity_End,Equity_Start,Return_Monthly_Pct_Dynamic,Year,Month,Month_Name
2022-05-31,185.52000000000044,-2.641061097553308,-386.5699999999997,14680.17,14494.65,1.279920522399647,2022,5,May
2022-06-30,1193.0200000000004,-1.797157747116502,-276.28999999999905,15873.19,14680.17,8.126745126248542,2022,6,Jun
2022-07-31,-482.7000000000007,-3.5118623645657197,-559.6100000000006,15390.49,15873.19,-3.0409766404862584,2022,7,Jul
2022-08-31,459.7000000000007,-4.36251361010615,-695.1599999999999,15850.19,15390.49,2.9869094486270464,2022,8,Aug
2022-09-30,124.11999999999898,-3.946542312721732,-645.5600000000013,15974.31,15850.19,0.7830820955458513,2022,9,Sep
2022-10-31,194.17000000000007,-5.075619237773734,-830.25,16168.48,15974.31,1.2155141599230268,2022,10,Oct
2022-11-30,368.2400000000016,-1.628408436890244,-266.8099999999995,16536.72,16168.48,2.277517738216589,2022,11,Nov
2022-12-31,1012.3600000000006,-2.5399264343136707,-426.8099999999995,17549.08,16536.72,6.12189116100412,2022,12,Dec
2023-01-31,242.77999999999884,-1.1746484716008077,-206.14000000000306,17791.86,17549.08,1.3834343452762128,2023,1,Jan
2023-02-28,-415.26000000000204,-3.3363850466789446,-598.3899999999994,17376.6,17791.86,-2.3339886892095714,2023,2,Feb
2023-03-31,-37.919999999998254,-3.3264047174061324,-596.5999999999985,17338.68,17376.6,-0.21822450882219915,2023,3,Mar
2023-04-30,-489.90999999999985,-6.857434062919553,-1229.8999999999978,16848.77,17338.68,-2.8255322781203636,2023,4,Apr
2023-05-31,-11.040000000000873,-9.050262945434913,-1623.1899999999987,16837.73,16848.77,-0.06552407089657508,2023,5,May
2023-06-30,522.4599999999991,-7.403508615421674,-1327.8400000000001,17360.19,16837.73,3.102912328443318,2023,6,Jun
2023-07-31,205.44000000000233,-5.156763652421359,-924.8799999999974,17565.63,17360.19,1.183397186321131,2023,7,Jul
2023-08-31,-557.5,-6.497361624686092,-1165.3199999999997,17008.13,17565.63,-3.1738115854654794,2023,8,Aug
2023-09-30,938.8099999999977,-5.77069329277267,-1034.989999999998,17946.94,17008.13,5.519772014912854,2023,9,Sep
2023-10-31,-382.59999999999854,-4.095641699409119,-740.2000000000007,17564.34,17946.94,-2.1318397453827704,2023,10,Oct
2023-11-30,120.63999999999942,-3.13851646141425,-567.2199999999975,17684.98,17564.34,0.6868461894953036,2023,11,Nov
2023-12-31,521.9099999999999,-3.231065929319288,-584.2099999999991,18206.89,17684.98,2.9511483756272265,2023,12,Dec
2024-01-31,286.27999999999884,-3.2959499505058596,-630.3000000000029,18493.17,18206.89,1.5723717779368076,2024,1,Jan
2024-02-29,38.43000000000029,-3.8357578410194515,-733.5300000000025,18531.6,18493.17,0.20780644962437642,2024,2,Feb
2024-03-31,97.72000000000116,-3.9739606666711924,-761.9700000000012,18629.32,18531.6,0.5273155043277492,2024,3,Mar
2024-04-30,1312.4399999999987,-3.477769717123168,-666.8299999999981,19941.76,18629.32,7.045023650890095,2024,4,Apr
2024-05-31,-1.9499999999970896,-2.8289832219398425,-579.8400000000001,19939.81,19941.76,-0.00977847491894943,2024,5,May
2024-06-30,23.37999999999738,-4.098522619326991,-840.0499999999993,19963.19,19939.81,0.11725287251983534,2024,6,Jun
2024-07-31,235.4300000000003,-3.8997561036298616,-799.3100000000013,20198.62,19963.19,1.1793205394528645,2024,7,Jul
2024-08-31,211.0699999999997,-2.1571582535673293,-442.1399999999994,20409.69,20198.62,1.0449723793011587,2024,8,Aug
2024-09-30,-890.489999999998,-4.834479803069507,-991.5900000000001,19519.2,20409.69,-4.363074598389285,2024,9,Sep
2024-10-31,713.2000000000007,-5.333875486999771,-1094.0200000000004,20232.4,19519.2,3.653838272060334,2024,10,Oct
2024-11-30,418.6999999999971,-2.4763303775344996,-508.09000000000015,20651.1,20232.4,2.0694529566437843,2024,11,Nov
2024-12-31,-208.41999999999825,-2.558995300859474,-529.6999999999971,20442.68,20651.1,-1.0092440596384613,2024,12,Dec
2025-01-31,-481.2900000000009,-4.226604368542752,-877.5499999999993,19961.39,20442.68,-2.354339059262293,2025,1,Jan
2025-02-28,57.72999999999956,-5.5871322040233,-1160.0299999999988,20019.12,19961.39,0.2892083166553009,2025,2,Feb
2025-03-31,-6.610000000000582,-4.889625686272334,-1015.2099999999991,20012.51,20019.12,-0.03301843437673875,2025,3,Mar
2025-04-30,-453.5499999999993,-5.946722292514442,-1234.6899999999987,19558.96,20012.51,-2.2663324090781183,2025,4,Apr
2025-05-31,1242.1100000000006,-4.936585281273521,-1024.9599999999991,20801.07,19558.96,6.3505932830784495,2025,5,May
2025-06-30,451.6100000000006,-0.891793795723913,-188.6999999999971,21252.68,20801.07,2.171090237184917,2025,6,Jun
2025-07-31,163.02000000000044,-2.116632777402087,-459.7900000000009,21415.7,21252.68,0.7670562018531331,2025,7,Jul
2025-08-31,335.1499999999978,-2.2944265196679714,-508.6700000000019,21750.85,21415.7,1.564973360665296,2025,8,Aug
2025-09-30,927.9000000000015,-2.338901415934563,-518.5300000000025,22678.75,21750.85,4.266040177740187,2025,9,Sep
2025-10-31,-497.33000000000175,-3.115325526657143,-711.1500000000015,22181.42,22678.75,-2.1929339139061974,2025,10,Oct
2025-11-30,685.3600000000006,-3.274256849313569,-747.4300000000003,22866.78,22181.42,3.089793169238041,2025,11,Nov
2025-12-31,433.6000000000022,-0.7047736503806085,-165.37999999999738,23300.38,22866.78,1.8962005144581011,2025,12,Dec
