Initial_Capital,Final_Equity,Total_Return_USD,Total_Return_Pct,Maximum_Drawdown_Pct,Maximum_Drawdown_USD,Win_Rate_Pct,Profit_Factor,Recovery_Factor,Number_of_Trades
10000.0,23300.38,13300.380000000001,133.0038,-9.050262945434913,-1623.1899999999987,15.96169193934557,1.244037400874106,8.193976059487806,3759
