Year,1,2,3,4,5,6,7,8,9,10,11,12
2021,0.09680000000000291,-1.0107999999999993,1.471999999999989,-1.195599999999995,4.880500000000011,1.5102999999999884,-0.8189999999999963,1.155,1.9445999999999912,4.547200000000012,4.086999999999989,4.272800000000006
2022,-3.7813999999999943,0.0793999999999869,-0.04679999999998472,2.391999999999989,-2.7725,-3.05,2.1859000000000015,-1.0919999999999892,1.7834999999999854,-4.000499999999993,3.1664999999999965,3.4607999999999994
2023,4.031499999999996,-4.009799999999995,6.187900000000009,-2.975100000000002,1.9071999999999936,2.108600000000006,2.5531999999999972,-1.9421999999999935,1.1426999999999863,3.9440999999999984,2.6434000000000015,0.1056000000000131
2024,2.3159999999999856,-3.8963999999999945,4.509300000000003,6.101700000000001,4.542999999999993,0.7073000000000138,3.6834999999999853,4.25,3.6059000000000014,3.6500000000000186,-1.1373000000000137,0.04120000000000801
2025,1.6307999999999812,-3.041999999999989,-0.118799999999992,1.1255999999999948,-1.0296000000000094,-0.10420000000000074,1.4672000000000118,4.273000000000011,5.606999999999971,-4.880399999999972,2.021399999999994,7.099199999999982
