Initial_Capital,Final_Equity,Total_Return_USD,Total_Return_Pct,Maximum_Drawdown_Pct,Maximum_Drawdown_USD,Win_Rate_Pct,Profit_Factor,Recovery_Factor,Number_of_Trades
10000.0,17738.62,7738.619999999999,77.38619999999999,-7.383033682595119,-892.9099999999999,13.94736842105263,1.556201458456417,8.666741328913329,760
