DATE,Profit_Monthly_USD,Max_DD_Monthly_Pct,Max_DD_Monthly_USD,Equity_End,Equity_Start,Return_Monthly_Pct_Dynamic,Year,Month,Month_Name
2023-11-30,264.34000000000015,-1.0371043033186775,-138.1900000000005,13485.72,13221.38,1.9993374367879915,2023,11,Nov
2023-12-31,10.56000000000131,-2.0560829051641534,-283.3199999999997,13496.28,13485.72,0.07830505156566583,2023,12,Dec
2024-01-31,231.59999999999854,-2.768440303056689,-381.47999999999956,13727.88,13496.28,1.716028416719263,2024,1,Jan
2024-02-29,-389.6399999999994,-3.2029957328224374,-441.3600000000006,13338.24,13727.88,-2.838311523702126,2024,2,Feb
2024-03-31,450.9300000000003,-1.1078168971660152,-154.46999999999935,13789.17,13338.24,3.380730891032102,2024,3,Mar
2024-04-30,610.1700000000001,-1.8304402580674741,-255.22999999999956,14399.34,13789.17,4.424994397777387,2024,4,Apr
2024-05-31,454.2999999999993,-0.704337837706451,-103.06999999999971,14853.64,14399.34,3.1550057155397346,2024,5,May
2024-06-30,70.73000000000138,-1.38854066168294,-207.67999999999847,14924.37,14853.64,0.47617957618470214,2024,6,Jun
2024-07-31,368.34999999999854,-1.2753151367370252,-194.3000000000011,15292.72,14924.37,2.4681108817323514,2024,7,Jul
2024-08-31,425.0,-0.6395199807490053,-100.80000000000109,15717.72,15292.72,2.7791001208418127,2024,8,Aug
2024-09-30,360.59000000000015,-1.2738233412481066,-201.5,16078.31,15717.72,2.2941622576302425,2024,9,Sep
2024-10-31,365.0000000000018,-1.1863103201826144,-191.88000000000102,16443.31,16078.31,2.2701390880011756,2024,10,Oct
2024-11-30,-113.73000000000138,-2.402705393679157,-397.4500000000007,16329.58,16443.31,-0.6916490657902902,2024,11,Nov
2024-12-31,4.1200000000008,-2.5025737874483878,-413.97000000000116,16333.7,16329.58,0.025230287613035977,2024,12,Dec
2025-01-31,163.0799999999981,-1.8367441936382862,-303.8299999999999,16496.78,16333.7,0.9984265659342226,2025,1,Jan
2025-02-28,-304.1999999999989,-2.110959105343627,-349.1900000000005,16192.58,16496.78,-1.8439962222930713,2025,2,Feb
2025-03-31,-11.8799999999992,-3.4479381589757345,-570.3500000000004,16180.7,16192.58,-0.07336693720209626,2025,3,Mar
2025-04-30,112.55999999999949,-2.7848894042173242,-460.6700000000001,16293.26,16180.7,0.6956435753706545,2025,4,Apr
2025-05-31,-102.96000000000095,-3.3981248681368474,-562.1100000000006,16190.3,16293.26,-0.6319177377639646,2025,5,May
2025-06-30,-10.420000000000073,-2.693484433648884,-445.5500000000011,16179.88,16190.3,-0.06435952391246655,2025,6,Jun
2025-07-31,146.72000000000116,-2.8757502975800096,-475.7000000000007,16326.6,16179.88,0.9068052420660795,2025,7,Jul
2025-08-31,427.3000000000011,-0.8459534356080196,-140.78999999999724,16753.9,16326.6,2.6172013768941547,2025,8,Aug
2025-09-30,560.6999999999971,-0.6027692943580795,-105.0,17314.6,16753.9,3.3466834587767447,2025,9,Sep
2025-10-31,-488.03999999999724,-3.4044409745344164,-593.0399999999972,16826.56,17314.6,-2.8186617074607403,2025,10,Oct
2025-11-30,202.13999999999942,-3.9658775172793876,-690.8400000000001,17028.7,16826.56,1.2013150638038874,2025,11,Nov
2025-12-31,709.9199999999983,-0.5898166488844895,-104.04000000000087,17738.62,17028.7,4.168961811529936,2025,12,Dec
